BICYCLE THEFT,"2017003017February 27, 2017 1030 CYPRESS WAY",1,
BICYCLE THEFT,"2017003349March 4, 2017 20 ROYAL PALM WAY",1,
BICYCLE THEFT,"2017003414March 6, 2017 301 KINGSBRIDGE ST",1,
BICYCLE THEFT,"2017003688March 11, 2017 1015 SPANISH RIVER RD",1,
BICYCLE THEFT,"2017003753March 12, 2017 400 NE 20TH ST",1,
BICYCLE THEFT,"2017003779March 13, 2017 2142 N FEDERAL HWY",1,
BICYCLE THEFT,"2017003968March 16, 2017 21319 TOWN LAKES DR",1,
BICYCLE THEFT,"2017003973March 16, 2017 135 NW 20TH ST",1,
BICYCLE THEFT,"2017003996March 17, 2017 2146 N FEDERAL HWY",1,
BICYCLE THEFT,"2017004159March 20, 2017 1001 SW 2ND AVE",1,
BICYCLE THEFT,"2017004216March 21, 2017 1001 S FEDERAL HWY",1,
BICYCLE THEFT,"2017004278March 22, 2017 150 CRAWFORD BLVD",1,
BICYCLE THEFT,"2017004288March 22, 2017 331 PLAZA REAL",1,
BURGLARY TO BUSINESS,"2016005165April 5, 2016 21126 ST ANDREWS BLVD",1,
BURGLARY TO BUSINESS,"2016005450April 10, 2016 861 W YAMATO RD",1,
BURGLARY TO BUSINESS,"2016005497April 11, 2016 2001 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016006058April 20, 2016 4726 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016006081April 21, 2016 1355 W PALMETTO PARK RD",1,
BURGLARY TO BUSINESS,"2016006564April 29, 2016 6000 W GLADES RD",1,
BURGLARY TO BUSINESS,"2016006605April 30, 2016 146 S FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016007178May 10, 2016 2645 NW 1ST AVE",1,
BURGLARY TO BUSINESS,"2016007203May 11, 2016 134 NW 16TH ST",1,
BURGLARY TO BUSINESS,"2016007271May 12, 2016 5355 TOWN CENTER RD",1,
BURGLARY TO BUSINESS,"2016007483May 16, 2016 4040 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016007517May 17, 2016 4040 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016007679May 20, 2016 2301 W GLADES RD",1,
BURGLARY TO BUSINESS,"2016007927May 25, 2016 5201 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016007970May 26, 2016 1655 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016008539June 7, 2016 4331 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016008545June 7, 2016 104 NW 40TH ST",1,
BURGLARY TO BUSINESS,"2016008663June 9, 2016 3100 AIRPORT RD",1,
BURGLARY TO BUSINESS,"2016008780June 12, 2016 1140 HOLLAND DR",1,
BURGLARY TO BUSINESS,"2016009242June 22, 2016 777 S FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016009494June 27, 2016 1140 HOLLAND DR",1,
BURGLARY TO BUSINESS,"2016009522June 27, 2016 399 SE MIZNER BLVD",1,
BURGLARY TO BUSINESS,"2016009594June 29, 2016 5800 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016009981July 7, 2016 398 CAMINO GARDENS BLVD",1,
BURGLARY TO BUSINESS,"2016010377July 15, 2016 600 NE 24TH ST",1,
BURGLARY TO BUSINESS,"2016010480July 17, 2016 21126 ST ANDREWS BLVD",1,
BURGLARY TO BUSINESS,"2016010562July 19, 2016 2701 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016010563July 19, 2016 2701 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016010720July 22, 2016 2621 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016010860July 25, 2016 2500 N MILITARY TRL",1,
BURGLARY TO BUSINESS,"2016010892July 25, 2016 2500 N MILITARY TRL",1,
BURGLARY TO BUSINESS,"2016010893July 25, 2016 2500 N MILITARY TRL",1,
BURGLARY TO BUSINESS,"2016010904July 26, 2016 2500 N MILITARY TRL",1,
BURGLARY TO BUSINESS,"2016010908July 26, 2016 3785 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016011634August 10, 2016 99 SE 1ST AVE",1,
BURGLARY TO BUSINESS,"2016011885August 15, 2016 165 NW 20TH ST",1,
BURGLARY TO BUSINESS,"2016011940August 16, 2016 398 CAMINO GARDENS BLVD",1,
BURGLARY TO BUSINESS,"2016011982August 17, 2016 158 NW 20TH ST",1,
BURGLARY TO BUSINESS,"2016011983August 17, 2016 5400 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016011984August 17, 2016 475 NE SPANISH RIVER BLVD",1,
BURGLARY TO BUSINESS,"2016011988August 17, 2016 2240 NW 19TH ST",1,
BURGLARY TO BUSINESS,"2016012220August 21, 2016 5800 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016012221August 21, 2016 7491 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016012619August 28, 2016 951 NW BROKEN SOUND PKWY",1,
BURGLARY TO BUSINESS,"2016013122September 8, 2016 291 W CAMINO REAL",1,
BURGLARY TO BUSINESS,"2016013167September 9, 2016 21338 ST ANDREWS BLVD",1,
BURGLARY TO BUSINESS,"2016013173September 9, 2016 291 W CAMINO REAL",1,
BURGLARY TO BUSINESS,"2016013241September 10, 2016 291 W CAMINO REAL",1,
BURGLARY TO BUSINESS,"2016013297September 11, 2016 799 E PALMETTO PARK RD",1,
BURGLARY TO BUSINESS,"2016013363September 13, 2016 21302 ST ANDREWS BLVD",1,
BURGLARY TO BUSINESS,"2016013489September 15, 2016 900 W GLADES RD",1,
BURGLARY TO BUSINESS,"2016013501September 15, 2016 2799 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016013545September 16, 2016 2799 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016014214September 29, 2016 2550 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016014592October 6, 2016 2901 CLINT MOORE RD",1,
BURGLARY TO BUSINESS,"2016014846October 12, 2016 3013 W YAMATO RD",1,
BURGLARY TO BUSINESS,"2016015296October 20, 2016 100 NW 28TH ST",1,
BURGLARY TO BUSINESS,"2016015309October 20, 2016 100 NW 28TH ST",1,
BURGLARY TO BUSINESS,"2016015379October 21, 2016 2151 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016015645October 26, 2016 33 SE 7TH ST",1,
BURGLARY TO BUSINESS,"2016015761October 28, 2016 3011 W YAMATO RD",1,
BURGLARY TO BUSINESS,"2016015862October 30, 2016 5050 TOWN CENTER CIR",1,
BURGLARY TO BUSINESS,"2016015965November 1, 2016 3600 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016016091November 3, 2016 1655 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016016592November 14, 2016 2521 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016016609November 14, 2016 1900 NW CORPORATE BLVD",1,
BURGLARY TO BUSINESS,"2016016944November 20, 2016 98 NW 40TH ST",1,
BURGLARY TO BUSINESS,"2016016963November 20, 2016 3253 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016016975November 21, 2016 595 S FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016017445December 1, 2016 3360 N FEDERAL HWY",1,
BURGLARY TO BUSINESS,"2016017705December 6, 2016 1501 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2016017996December 10, 2016 7200 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2016018051December 12, 2016 21324 ST ANDREWS BLVD",1,
BURGLARY TO BUSINESS,"2016018052December 12, 2016 1958 NE 5TH AVE",1,
BURGLARY TO BUSINESS,"2016018322December 17, 2016 1958 NE 5TH AVE",1,
BURGLARY TO BUSINESS,"2016018551December 21, 2016 269 NE 14TH ST",1,
BURGLARY TO BUSINESS,"2016018725December 24, 2016 6000 W GLADES RD",1,
BURGLARY TO BUSINESS,"2016018758December 25, 2016 1958 NE 5TH AVE",1,
BURGLARY TO BUSINESS,"2016018769December 26, 2016 269 NE 14TH ST",1,
BURGLARY TO BUSINESS,"2016018881December 28, 2016 680 IPSWICH ST",1,
BURGLARY TO BUSINESS,"2016019014December 31, 2016 475 NE SPANISH RIVER BLVD",1,
BURGLARY TO BUSINESS,"2017000486January 11, 2017 1300 NW 1ST AVE",1,
BURGLARY TO BUSINESS,"2017000885January 18, 2017 4850 T REX AVE",1,
BURGLARY TO BUSINESS,"2017000920January 19, 2017 5002 T REX AVE",1,
BURGLARY TO BUSINESS,"2017000932January 19, 2017 777 W YAMATO RD",1,
BURGLARY TO BUSINESS,"2017001083January 23, 2017 2170 NW 1ST PL",1,
BURGLARY TO BUSINESS,"2017001450January 29, 2017 5800 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2017001861February 5, 2017 500 E YAMATO RD",1,
BURGLARY TO BUSINESS,"2017001887February 6, 2017 1400 W GLADES RD",1,
BURGLARY TO BUSINESS,"2017002354February 15, 2017 3350 NW 2ND AVE",1,
BURGLARY TO BUSINESS,"2017002641February 20, 2017 1198 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2017003192March 2, 2017 1700 NW 1ST AVE",1,
BURGLARY TO BUSINESS,"2017003193March 2, 2017 800 E CAMINO REAL",1,
BURGLARY TO BUSINESS,"2017003327March 4, 2017 6000 W GLADES RD",1,
BURGLARY TO BUSINESS,"2017003404March 6, 2017 6000 PARK OF COMMERCE BLVD",1,
BURGLARY TO BUSINESS,"2017003410March 6, 2017 190 W PALMETTO PARK RD",1,
BURGLARY TO BUSINESS,"2017003415March 6, 2017 190 W PALMETTO PARK RD",1,
BURGLARY TO BUSINESS,"2017004149March 20, 2017 7200 N DIXIE HWY",1,
BURGLARY TO BUSINESS,"2017004690March 30, 2017 1200 CLINT MOORE RD",1,
BURGLARY TO HOTEL/ MOTEL,"2016006634April 30, 2016 5110 NW 8TH AVE",1,
BURGLARY TO HOTEL/ MOTEL,"2016008437June 5, 2016 701 NW 53RD ST",1,
BURGLARY TO HOTEL/ MOTEL,"2016008736June 11, 2016 1801 N FEDERAL HWY",1,
BURGLARY TO HOTEL/ MOTEL,"2016009103June 18, 2016 201 SE 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016005139April 4, 2016 3451 NE 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016005154April 4, 2016 4599 NW 3RD AVE",1,
BURGLARY TO RESIDENCE,"2016005160April 4, 2016 690 E JEFFERY ST",1,
BURGLARY TO RESIDENCE,"2016005209April 5, 2016 2170 NE 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016005333April 7, 2016 425 BUTTONWOOD PL",1,
BURGLARY TO RESIDENCE,"2016005415April 9, 2016 21446 TOWN LAKES DR",1,
BURGLARY TO RESIDENCE,"2016005423April 9, 2016 101 SW 2ND AVE",1,
BURGLARY TO RESIDENCE,"2016005653April 13, 2016 6745 N GRANDE DR",1,
BURGLARY TO RESIDENCE,"2016005794April 15, 2016 1495 NE 4TH AVE",1,
BURGLARY TO RESIDENCE,"2016005887April 17, 2016 489 HARDWOOD PL",1,
BURGLARY TO RESIDENCE,"2016005888April 17, 2016 472 HARDWOOD PL",1,
BURGLARY TO RESIDENCE,"2016005974April 19, 2016 100 NW 69TH CIR",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016006077April 20, 2016 3000 NW 5TH AVE",1,
BURGLARY TO RESIDENCE,"2016008693June 10, 2016 714 APPLEBY ST",1,
BURGLARY TO RESIDENCE,"2016008695June 10, 2016 1098 SW 16TH ST",1,
BURGLARY TO RESIDENCE,"2016008700June 10, 2016 3 ROYAL PALM WAY",1,
BURGLARY TO RESIDENCE,"2016008789June 12, 2016 21391 TOWN LAKES DR",1,
BURGLARY TO RESIDENCE,"2016008793June 12, 2016 21391 TOWN LAKES DR",1,
BURGLARY TO RESIDENCE,"2016008809June 12, 2016 3601 N MILITARY TRL",1,
BURGLARY TO RESIDENCE,"2016008813June 13, 2016 5034 MARINA CIR",1,
BURGLARY TO RESIDENCE,"2016008906June 14, 2016 51 SW 10TH TER",1,
BURGLARY TO RESIDENCE,"2016008935June 15, 2016 7600 NE PALM WAY",1,
BURGLARY TO RESIDENCE,"2016008952June 15, 2016 524 NW 55TH ST",1,
BURGLARY TO RESIDENCE,"2016009045June 17, 2016 770 NE 36TH ST",1,
BURGLARY TO RESIDENCE,"2016009128June 19, 2016 7200 NW 4TH AVE",1,
BURGLARY TO RESIDENCE,"2016009219June 21, 2016 360 W PALMETTO PARK RD",1,
BURGLARY TO RESIDENCE,"2016009324June 23, 2016 1500 SW 20TH ST",1,
BURGLARY TO RESIDENCE,"2016009339June 23, 2016 620 SW 16TH ST",1,
BURGLARY TO RESIDENCE,"2016009417June 25, 2016 740 W PALM AVE",1,
BURGLARY TO RESIDENCE,"2016009730July 1, 2016 99 SE MIZNER BLVD",1,
BURGLARY TO RESIDENCE,"2016009751July 2, 2016 1337 NW 7TH ST",1,
BURGLARY TO RESIDENCE,"2016009923July 6, 2016 100 NW 69TH CIR",1,
BURGLARY TO RESIDENCE,"2016010029July 8, 2016 2350 NW 49TH LN",1,
BURGLARY TO RESIDENCE,"2016010047July 8, 2016 1051 NE 4TH AVE",1,
BURGLARY TO RESIDENCE,"2016010126July 10, 2016 1001 SW 17TH ST",1,
BURGLARY TO RESIDENCE,"2016010232July 12, 2016 1318 NW 2ND CIR",1,
BURGLARY TO RESIDENCE,"2016010310July 13, 2016 3130 MILLWOOD TER",1,
BURGLARY TO RESIDENCE,"2016010356July 14, 2016 1298 SW 12TH TER",1,
BURGLARY TO RESIDENCE,"2016010506July 18, 2016 1780 SW 13TH ST",1,
BURGLARY TO RESIDENCE,"2016010551July 18, 2016 8201 CONGRESS AVE",1,
BURGLARY TO RESIDENCE,"2016010639July 20, 2016 200 NE 20TH ST",1,
BURGLARY TO RESIDENCE,"2016010688July 21, 2016 1099 S OCEAN BLVD",1,
BURGLARY TO RESIDENCE,"2016010718July 22, 2016 135 NW 20TH ST",1,
BURGLARY TO RESIDENCE,"2016010722July 22, 2016 530 NE 14TH ST",1,
BURGLARY TO RESIDENCE,"2016010726July 22, 2016 631 GOLDEN HARBOR DR",1,
BURGLARY TO RESIDENCE,"2016010754July 22, 2016 21 ROYAL PALM WAY",1,
BURGLARY TO RESIDENCE,"2016010760July 22, 2016 999 NW 3RD AVE",1,
BURGLARY TO RESIDENCE,"2016010857July 25, 2016 111 SW 8TH TER",1,
BURGLARY TO RESIDENCE,"2016010884July 25, 2016 1598 NW 4TH AVE",1,
BURGLARY TO RESIDENCE,"2016010886July 25, 2016 34 FOREST HILLS LN",1,
BURGLARY TO RESIDENCE,"2016010887July 25, 2016 4224 NW 4TH AVE",1,
BURGLARY TO RESIDENCE,"2016010923July 26, 2016 33 E CAMINO REAL",1,
BURGLARY TO RESIDENCE,"2016010958July 27, 2016 798 CAMINO LAKES CIR",1,
BURGLARY TO RESIDENCE,"2016010986July 27, 2016 51 SW 8TH TER",1,
BURGLARY TO RESIDENCE,"2016011062July 29, 2016 4800 NW 2ND CT",1,
BURGLARY TO RESIDENCE,"2016011068July 29, 2016 398 APACHE LN",1,
BURGLARY TO RESIDENCE,"2016011074July 29, 2016 861 E PARK DR",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
BURGLARY TO RESIDENCE,"2016011128July 30, 2016 1350 N DIXIE HWY",1,
